BañosDesde,BañosHasta,BañosTooltip,Cantidad,CantidadImagenes,Comuna,DormitoriosDesde,DormitoriosHasta,DormitoriosTooltip,EsBienRaiz,EsCliente,EsDelCirculoCorredores,EsFavorita,EsFavorito,EsNueva,EsUltimaVenta,EsUsada,FechaPublicacion,Id,IdBienRaizResumenCoordenada,IdCoordenada,IdPropiedad,IdTipoMoneda,IdTipoOperacion,IdTipoOperacionFamilia,IdTipoOperacionPredominante,IdTipoPropiedadFamilia,Imagen,ImagenPrincipal,Latitud,Longitud,MensajeFotos,MetrajeTooltip,MetrosConstruidos,MetrosTerraza,MetrosTerreno,MetrosUtiles,OrdenProyecto,PrecioDesde,PrecioDespliegue,PrecioHasta,PrecioPesos,PrecioUF,RutaContenido,RutaLogo,RutaLogoResultado,SuperficieConstruidaDesde,SuperficieConstruidaHasta,SuperficieTerrazaDesde,SuperficieTerrazaHasta,SuperficieTerrenoDesde,SuperficieTerrenoHasta,SuperficieUtilDesde,SuperficieUtilHasta,Tiene360,TieneMultimedia,TienePropietario,TieneRolAsociado,TipoOperacion,Titulo,TituloToolTip,UrlFicha
4,4,4 Baños,1000000,36,Lo Barnechea,4,4,4 Dormitorios,False,True,True,False,False,False,0,True,20180226,959021,0,-33.32096632:-70.55917854,959021,2,9,1,9,1,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180226/959021/n_wm_propertypartners_327876747977_609166-9352649-eb-bh9166.jpeg,-33.32096632,-70.55917854,36 fotos,260 m^2 | 940 m^2,0,0,0,0,50,20800.0,UF 20.800,0.0,0,0,,8209/2017040708041031356.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/8209/2017040708041031356.jpg,260.0,260.0,0.0,0.0,940.0,940.0,0.0,0.0,False,False,0,False,Venta,Los Bravos,Los Bravos,https://www.toctoc.com/propiedades/compracorredorasr/casa/lo-barnechea/los-bravos/959021
5,5,5 Baños,1000000,30,Lo Barnechea,4,4,4 Dormitorios,False,True,True,False,False,False,0,True,20180415,988839,0,-33.32421510:-70.55271350,988839,2,9,1,9,1,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180415/988839/n_wm_vie_101054065_101054065_9.jpg,-33.3242151,-70.5527135,30 fotos,400 m^2 | 838 m^2,0,0,0,0,50,32800.0,UF 32.800,0.0,0,0,,1312/VIEL LA DEHESA.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/1312/viel la dehesa.jpg,400.0,400.0,0.0,0.0,838.0,838.0,0.0,0.0,False,False,0,True,Venta,CONDOMINIO / COLEGIO EVEREST - MONTE TABOR,CONDOMINIO / COLEGIO EVEREST -...,https://www.toctoc.com/propiedades/compracorredorasr/casa/lo-barnechea/condominio-colegio-everest-monte-tabor/988839
2,2,2 Baños,1000000,11,Providencia,3,3,3 Dormitorios,False,True,True,False,False,False,0,True,20171206,917670,0,-33.43104110:-70.60128560,917670,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20171206/917670/n_wm_3e2c8c23-ffd3-4680-8130-a492d42acf60_img_20171130_112945-4622 (2).jpg,-33.4310411,-70.6012856,11 fotos,1 m^2 | 100 m^2,0,0,0,0,50,8000.0,UF 8.000,0.0,0,0,,1404/Larruy.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/1404/larruy.jpg,1.0,1.0,0.0,0.0,1.0,1.0,100.0,100.0,False,False,0,True,Venta,Llewellyn Jones/Eleodoro Yañez,Llewellyn Jones/Eleodoro Yañez,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/llewellyn-jones-eleodoro-yanez/917670
0,0,,1000000,15,Providencia,3,3,3 Dormitorios,False,True,False,False,False,False,0,True,20180417,989486,0,-33.43028680:-70.60899270,989486,1,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180417/989486/n_wm_abecde29-24c3-44a1-8ef1-150cd800a98b_20180417_081313.jpg,-33.4302868,-70.6089927,15 fotos,122 m^2 | 127 m^2,0,0,0,0,50,275000000.0,$ 275.000.000,0.0,0,0,,8444/2017021659271140198.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/8444/2017021659271140198.jpg,122.0,122.0,0.0,0.0,127.0,127.0,122.0,122.0,False,False,0,True,Venta,En venta amplio y luminoso departamento en Providencia.,En venta amplio y luminoso dep...,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/en-venta-amplio-y-luminoso-departamento-en-providencia/989486
3,3,3 Baños,1000000,20,Providencia,3,3,3 Dormitorios,False,True,False,False,False,False,0,True,20180420,991803,0,-33.43382420:-70.60350320,991803,1,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180420/991803/n_wm_avsa_propiedades_512998_11361_20180105131928_recibos---small---2-.jpg,-33.4338242,-70.6035032,20 fotos,90 m^2,0,0,0,0,50,158000000.0,$ 158.000.000,0.0,0,0,,13733/2018041202170614884.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/13733/2018041202170614884.jpg,90.0,90.0,0.0,0.0,0.0,0.0,90.0,90.0,False,False,0,True,Venta,Suecia/ Pocuro,Suecia/ Pocuro,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/suecia-pocuro/991803
2,2,2 Baños,1000000,22,Providencia,3,3,3 Dormitorios,False,True,True,False,False,False,0,True,20180427,999736,0,-33.43207050:-70.60566030,999736,1,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180427/999736/n_wm_oss_102052529_102052529_9.jpg,-33.4320705,-70.6056603,22 fotos,130 m^2 | 150 m^2,0,0,0,0,50,235000000.0,$ 235.000.000,0.0,0,0,,1307/2016062126012099149.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/1307/2016062126012099149.jpg,130.0,130.0,0.0,0.0,0.0,0.0,150.0,150.0,False,False,0,True,Venta,LYON / ELEODORO YAÑEZ,LYON / ELEODORO YAÑEZ,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/lyon-eleodoro-yanez/999736
2,2,2 Baños,1000000,8,Providencia,3,3,3 Dormitorios,False,True,True,False,False,False,0,True,20180228,960137,0,-33.43595116:-70.60369330,960137,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180228/960137/n_wm_0425f427-bc9c-4afe-8789-1174d445140f_20180228_232545.jpg,-33.43595116,-70.6036933,8 fotos,73 m^2,0,0,0,0,50,7500.0,UF 7.500,0.0,0,0,,1479/2015010629460153145.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/1479/2015010629460153145.jpg,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0,True,Venta,SE VENDE DPTO-Sector Ricardo Lyon/Pocuro - Providencia,SE VENDE DPTO-Sector Ricardo L...,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/se-vende-dpto-sector-ricardo-lyon-pocuro-providencia/960137
3,3,3 Baños,1000000,20,Providencia,3,3,3 Dormitorios,False,True,True,False,False,False,0,True,20171125,909510,0,-33.43161000:-70.60502000,909510,1,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20171125/909510/n_wm_nieny_propiedades_40018199_193294.jpg,-33.43161,-70.60502,20 fotos,100 m^2 | 120 m^2,0,0,0,0,50,208000000.0,$ 208.000.000,0.0,0,0,,1605/2017061240363726179.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/1605/2017061240363726179.jpg,100.0,100.0,0.0,0.0,0.0,0.0,120.0,120.0,False,False,0,True,Venta,Lyon / Dario Urzua,Lyon / Dario Urzua,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/lyon-dario-urzua/909510
2,2,2 Baños,1000000,30,Providencia,2,2,2 Dormitorios,False,True,False,False,False,False,0,True,20180420,991812,0,-33.43242660:-70.60176280,991812,1,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180420/991812/n_wm_avsa_propiedades_7474_11515_20180226161624_terraza--small-.jpg,-33.4324266,-70.6017628,30 fotos,68 m^2 | 70 m^2,0,0,0,0,50,158000000.0,$ 158.000.000,0.0,0,0,,13733/2018041202170614884.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/13733/2018041202170614884.jpg,68.0,68.0,0.0,0.0,0.0,0.0,70.0,70.0,False,False,0,True,Venta,El Vergel/ Llewellyn Jones,El Vergel/ Llewellyn Jones,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/el-vergel-llewellyn-jones/991812
3,3,3 Baños,1000000,16,Providencia,4,4,4 Dormitorios,False,True,False,False,False,False,0,True,20180408,984169,0,-33.43066340:-70.60241010,984169,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180408/984169/n_wm_5e4c47b3-dece-4ce3-9246-7fd347ec137e_20180427_090127.jpg,-33.4306634,-70.6024101,16 fotos,112 m^2,0,0,0,0,50,7590.0,UF 7.590,0.0,0,0,,10658/201709081727.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/10658/201709081727.jpg,0.0,0.0,0.0,0.0,112.0,112.0,112.0,112.0,False,False,0,True,Venta,"Excelente distribución, luminoso, 4 dormitorios, 2 estacionamientos, amplia terraza","Excelente distribución, lumino...",https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/excelente-distribucion-luminoso-4-dormitorios-2-estacionamientos-amplia-terraza/984169
3,3,3 Baños,1000000,27,Providencia,3,3,3 Dormitorios,False,True,False,False,False,False,0,True,20180426,998797,0,-33.43539037:-70.60612865,998797,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180426/998797/n_wm_actrvpropiedades_102003446_3446-102003446-161487_27.jpg,-33.43539037,-70.60612865,27 fotos,119 m^2 | 129 m^2,0,0,0,0,50,11000.0,UF 11.000,0.0,0,0,,2736/2015050840210279522.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/2736/2015050840210279522.jpg,119.0,119.0,0.0,0.0,0.0,0.0,129.0,129.0,False,False,0,False,Venta,RICARDO LYON - AUSTRIA,RICARDO LYON - AUSTRIA,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/ricardo-lyon-austria/998797
2,2,2 Baños,1000000,20,Providencia,3,3,3 Dormitorios,False,True,True,False,False,False,0,True,20180420,992588,0,-33.43539318:-70.60731902,992588,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180420/992588/n_wm_feg_feg2470_f8089805-c486-4124-978e-db7ba5223d2a.jpg,-33.43539318,-70.60731902,20 fotos,120 m^2 | 130 m^2,0,0,0,0,50,10980.0,UF 10.980,0.0,0,0,,1293/2016050416063021083.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/1293/2016050416063021083.jpg,120.0,120.0,0.0,0.0,0.0,0.0,130.0,130.0,False,False,0,False,Venta,Metro Inés de Suárez - Pedro de Valdivia,Metro Inés de Suárez - Pedro d...,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/metro-ines-de-suarez-pedro-de-valdivia/992588
3,3,3 Baños,1000000,19,Providencia,3,3,3 Dormitorios,False,True,True,False,False,False,0,True,20180425,998628,0,-33.43915010:-70.60352680,998628,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180425/998628/n_wm_viv_102054180_102054180_9.jpg,-33.4391501,-70.6035268,19 fotos,96 m^2 | 110 m^2,0,0,0,0,50,7850.0,UF 7.850,0.0,0,0,,1311/2016040653111769563.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/1311/2016040653111769563.jpg,96.0,96.0,0.0,0.0,0.0,0.0,110.0,110.0,False,False,0,True,Venta,Lyon/ Bilbao,Lyon/ Bilbao,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/lyon-bilbao/998628
2,2,2 Baños,1000000,20,Providencia,3,3,3 Dormitorios,False,True,False,False,False,False,0,True,20180420,991816,0,-33.43926250:-70.60086200,991816,1,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180420/991816/n_wm_avsa_propiedades_512998_11586_20180319165357_terraza--small-.jpg,-33.4392625,-70.600862,20 fotos,97 m^2 | 106 m^2,0,0,0,0,50,185000000.0,$ 185.000.000,0.0,0,0,,13733/2018041202170614884.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/13733/2018041202170614884.jpg,97.0,97.0,0.0,0.0,0.0,0.0,106.0,106.0,False,False,0,True,Venta,Bustos/ Los Leones,Bustos/ Los Leones,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/bustos-los-leones/991816
2,2,2 Baños,1000000,16,Providencia,3,3,3 Dormitorios,False,True,False,False,False,False,0,True,20180403,980500,0,-33.43293150:-70.60437670,980500,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180403/980500/n_wm_arcos_propiedades_100175_175p.jpg,-33.4329315,-70.6043767,16 fotos,104 m^2,0,0,0,0,50,7400.0,UF 7.400,0.0,0,0,,11275/2017091553574573520.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/11275/2017091553574573520.jpg,104.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0,False,Venta,EL VERGEL / SUECIA,EL VERGEL / SUECIA,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/el-vergel-suecia/980500
2,2,2 Baños,1000000,9,Providencia,3,3,3 Dormitorios,False,True,True,False,False,False,0,True,20180405,981957,0,-33.43366270:-70.60193550,981957,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180405/981957/n_wm_hob_102053860_102053860_9.jpg,-33.4336627,-70.6019355,9 fotos,115 m^2 | 125 m^2,0,0,0,0,50,6500.0,UF 6.500,0.0,0,0,,1306/hobbins.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/1306/hobbins.jpg,115.0,115.0,0.0,0.0,0.0,0.0,125.0,125.0,False,False,0,True,Venta,POCURO,POCURO,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/pocuro/981957
2,2,2 Baños,1000000,23,Providencia,2,2,2 Dormitorios,False,True,True,False,False,False,0,True,20180427,999740,0,-33.43933772:-70.60026900,999740,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180427/999740/n_wm_tpv_102054206_102054206_9.jpg,-33.43933772,-70.600269,23 fotos,"67,38 m^2 | 74,13 m^2",0,0,0,0,50,6800.0,UF 6.800,0.0,0,0,,1277/logo_tabancura_b.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/1277/logo_tabancura_b.jpg,67.38,67.38,0.0,0.0,0.0,0.0,74.13,74.13,False,False,0,True,Venta,Bustos Av Bilbao,Bustos Av Bilbao,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/bustos-av-bilbao/999740
3,3,3 Baños,1000000,23,Providencia,4,4,4 Dormitorios,False,True,True,False,False,False,0,True,20180329,977704,0,-33.43452135:-70.60338020,977704,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180329/977704/n_wm_fap_fap1529_fe225695-192a-4155-886b-ad26c084cf9a.jpg,-33.43452135,-70.6033802,23 fotos,113 m^2 | 121 m^2,0,0,0,0,50,8300.0,UF 8.300,0.0,0,0,,1300/2016050414189087341.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/1300/2016050414189087341.jpg,113.0,113.0,0.0,0.0,0.0,0.0,121.0,121.0,False,False,0,False,Venta,Pocuro - METRO PARQUE INEZ DE SUAREZ,Pocuro - METRO PARQUE INEZ DE ...,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/pocuro-metro-parque-inez-de-suarez/977704
4,4,4 Baños,1000000,42,Providencia,2,2,2 Dormitorios,False,True,False,False,False,False,0,True,20171227,927727,0,-33.43219941:-70.60016155,927727,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20171227/927727/n_wm_acompropiedades_102001003_1003-102001003-1805123_38.jpg,-33.43219941,-70.60016155,42 fotos,16.479 m^2 | 16.505 m^2,0,0,0,0,50,12800.0,UF 12.800,0.0,0,0,,7006/2017050939125421368.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/7006/2017050939125421368.jpg,16479.0,16479.0,0.0,0.0,0.0,0.0,16505.0,16505.0,False,False,0,True,Venta,HOLANDA / POCURO AÑO 2016 - 2 ESTACIONAMIENTOS,HOLANDA / POCURO AÑO 2016 - 2 ...,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/holanda-pocuro-ano-2016-2-estacionamientos/927727
3,3,3 Baños,1000000,30,Providencia,3,3,3 Dormitorios,False,True,False,False,False,False,0,True,20180228,960236,0,-33.43389947:-70.60292093,960236,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180228/960236/n_wm_actrvpropiedades_102003358_3358-102003358-159337_17.jpg,-33.43389947,-70.60292093,30 fotos,130 m^2 | 135 m^2,0,0,0,0,50,8950.0,UF 8.950,0.0,0,0,,2736/2015050840210279522.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/2736/2015050840210279522.jpg,130.0,130.0,0.0,0.0,0.0,0.0,135.0,135.0,False,False,0,False,Venta,LAS VIOLETAS - SUECIA,LAS VIOLETAS - SUECIA,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/las-violetas-suecia/960236
5,5,5 Baños,1000000,18,Providencia,6,6,6 Dormitorios,False,True,True,False,False,False,0,True,20180418,990244,0,-33.43260130:-70.60897030,990244,2,9,1,9,1,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180418/990244/n_wm_viv_101054063_101054063_9.jpg,-33.4326013,-70.6089703,18 fotos,321 m^2 | 420 m^2,0,0,0,0,50,28000.0,UF 28.000,0.0,0,0,,1311/2016040653111769563.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/1311/2016040653111769563.jpg,321.0,321.0,0.0,0.0,420.0,420.0,0.0,0.0,False,False,0,True,Venta,Plaza Pedro de Valdivia -- Comercial -,Plaza Pedro de Valdivia -- Com...,https://www.toctoc.com/propiedades/compracorredorasr/casa/providencia/plaza-pedro-de-valdivia-comercial/990244
2,2,2 Baños,1000000,17,Providencia,3,3,3 Dormitorios,False,True,True,False,False,False,0,True,20180322,973425,0,-33.43949460:-70.60116860,973425,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180322/973425/n_wm_1a3bf313-c841-4825-af0e-6ef6b565eb0f_20180322_110816.jpg,-33.4394946,-70.6011686,17 fotos,97 m^2,0,0,0,0,50,7000.0,UF 7.000,0.0,0,0,,1404/Larruy.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/1404/larruy.jpg,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,False,False,0,True,Venta,Bustos,Bustos,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/bustos/973425
2,2,2 Baños,1000000,20,Providencia,3,3,3 Dormitorios,False,True,False,False,False,False,0,True,20180312,966987,0,-33.43088840:-70.60730100,966987,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180312/966987/n_wm_2a413eb1-e8da-490a-b7d2-c292c9fcd512_20180312_133423.jpg,-33.4308884,-70.607301,20 fotos,100 m^2 | 130 m^2,0,0,0,0,50,6309.0,UF 6.309,0.0,0,0,,9188/2017051117224407700.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/9188/2017051117224407700.jpg,100.0,100.0,0.0,0.0,130.0,130.0,130.0,130.0,False,False,0,True,Venta,"Amplio Departameno 3D 2B 1E, 130mts2, Providencia","Amplio Departameno 3D 2B 1E, 1...",https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/amplio-departameno-3d-2b-1e-130mts2-providencia/966987
2,2,2 Baños,1000000,18,Providencia,3,3,3 Dormitorios,False,True,True,False,False,False,0,True,20180423,995553,0,-33.43919010:-70.60351844,995553,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180423/995553/n_wm_feg_feg2478_f563db54-5826-403f-b4d8-8575e0037acf.jpg,-33.4391901,-70.60351844,18 fotos,100 m^2 | 110 m^2,0,0,0,0,50,7900.0,UF 7.900,0.0,0,0,,1293/2016050416063021083.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/1293/2016050416063021083.jpg,100.0,100.0,0.0,0.0,0.0,0.0,110.0,110.0,False,False,0,False,Venta,Metro Inés de Suárez - Ricardo Lyon,Metro Inés de Suárez - Ricardo...,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/metro-ines-de-suarez-ricardo-lyon/995553
2,2,2 Baños,1000000,13,Providencia,2,2,2 Dormitorios,False,True,False,False,False,False,0,True,20180411,985617,0,-33.43330370:-70.60241590,985617,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180411/985617/n_wm_42cbdf4c-fb2c-436d-a213-a11f669cccd6_20180411_121025.jpg,-33.4333037,-70.6024159,13 fotos,65 m^2 | 72 m^2,0,0,0,0,50,6300.0,UF 6.300,0.0,0,0,,13344/2018031907179148859.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/13344/2018031907179148859.jpg,65.0,65.0,0.0,0.0,0.0,0.0,72.0,72.0,False,False,0,True,Venta,Las Violetas,Las Violetas,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/las-violetas/985617
2,2,2 Baños,1000000,27,Providencia,3,3,3 Dormitorios,False,True,False,False,False,False,0,True,20180420,991810,0,-33.43081120:-70.60688580,991810,1,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180420/991810/n_wm_avsa_propiedades_7474_11517_20180226123502_recibos---small-.jpg,-33.4308112,-70.6068858,27 fotos,120 m^2,0,0,0,0,50,160000000.0,$ 160.000.000,0.0,0,0,,13733/2018041202170614884.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/13733/2018041202170614884.jpg,120.0,120.0,0.0,0.0,0.0,0.0,120.0,120.0,False,False,0,True,Venta,Eliodoro Yañez / Lyon,Eliodoro Yañez / Lyon,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/eliodoro-yanez-lyon/991810
0,0,,1000000,12,Providencia,0,0,,False,True,False,False,False,False,0,True,20180412,985820,0,-33.43720380:-70.60594800,985820,1,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180412/985820/n_wm_73eb1aa3-0233-4570-bf9e-80173a9c73e2_20180412_021445.jpg,-33.4372038,-70.605948,12 fotos,95 m^2,0,0,0,0,50,260000000.0,$ 260.000.000,0.0,0,0,,11006/2308171735.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/11006/2308171735.jpg,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0,True,Venta,"Departamento con azotea privada, California Metro Ines de Suarez",Departamento con azotea privad...,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/departamento-con-azotea-privada-california-metro-ines-de-suarez/985820
2,2,2 Baños,1000000,14,Providencia,1,1,1 Dormitorios,False,True,False,False,False,False,0,True,20180316,969659,0,-33.43720380:-70.60594800,969659,1,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180316/969659/n_wm_6d202819-a207-427b-b91c-06f8ab640097_20180316_160820.jpg,-33.4372038,-70.605948,14 fotos,95 m^2 | 110 m^2,0,0,0,0,50,260000000.0,$ 260.000.000,0.0,0,0,,11006/2308171735.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/11006/2308171735.jpg,95.0,95.0,0.0,0.0,0.0,0.0,110.0,110.0,False,False,0,True,Venta,Amplio y luminoso departamento con vista en Plaza Ines de Suárez,Amplio y luminoso departamento...,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/amplio-y-luminoso-departamento-con-vista-en-plaza-ines-de-suarez/969659
2,2,2 Baños,1000000,21,Providencia,2,2,2 Dormitorios,False,True,False,False,False,False,0,True,20180415,988835,0,-33.43695664:-70.60586828,988835,2,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180415/988835/n_wm_sitges_102005232_5232-102005232-1810443_4.jpg,-33.43695664,-70.60586828,21 fotos,"86,69 m^2 | 100,26 m^2",0,0,0,0,50,6990.0,UF 6.990,0.0,0,0,,10268/2017090615242986857.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/10268/2017090615242986857.jpg,86.69,86.69,0.0,0.0,0.0,0.0,100.26,100.26,False,False,0,False,Venta,"!!! ESPECTACULAR DEPARTAMENTO, METRO INES DE SUAREZ, PROVIDENCIA !!!!","!!! ESPECTACULAR DEPARTAMENTO,...",https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/espectacular-departamento-metro-ines-de-suarez-providencia/988835
3,3,3 Baños,1000000,20,Providencia,3,3,3 Dormitorios,False,True,False,False,False,False,0,True,20180420,992982,0,-33.43382420:-70.60350320,992982,1,9,1,9,2,,https://d2p3q1dbvr28tq.cloudfront.net/fotos/20180420/992982/n_wm_avsa_propiedades_512998_11361_20180105131928_recibos---small---2-.jpg,-33.4338242,-70.6035032,20 fotos,90 m^2,0,0,0,0,50,158000000.0,$ 158.000.000,0.0,0,0,,13733/2018041202170614884.jpg,https://d2p3q1dbvr28tq.cloudfront.net/logos/corredora/13733/2018041202170614884.jpg,90.0,90.0,0.0,0.0,0.0,0.0,90.0,90.0,False,False,0,True,Venta,Suecia/ Pocuro,Suecia/ Pocuro,https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/suecia-pocuro/992982
